age,income,employment_status,credit_score,deposit_amount,property_value,loan_amount,loan_to_value_ratio,first_home_buyer,loan_approved,PD,loan_prediction,EAD,LGD,ECL
36,82565.0,Part-time,702.0,33814.0,698697,664883,0.95,True,0,0.0022934346221751144,0,598394.7000000001,0.6,823.4274736236546
35,115268.0,Part-time,784.0,67420.0,535592,468172,0.87,True,1,0.9848698481228996,1,421354.8,0.6,248987.78272911283
26,97616.0,Full-time,629.0,65751.0,615078,549327,0.89,True,0,0.08139136479193644,0,494394.3,0.6,24143.65609341244
32,64516.0,Full-time,661.0,53860.0,547464,493604,0.9,True,0,0.06115804815266288,0,444243.60000000003,0.6,16301.442888187386
36,122081.0,Self-employed,700.0,75088.0,579175,504087,0.87,True,1,0.8594684614099579,1,453678.3,0.6,233953.31428565117
21,109420.0,Full-time,677.0,43087.0,479196,436109,0.91,True,0,0.03866869127796232,0,392498.10000000003,0.6,9106.43271365207
35,96641.0,Part-time,630.0,76918.0,582356,505438,0.87,True,0,0.3967483353274133,1,454894.2,0.6,108287.10996005726
28,80470.0,Part-time,736.0,62317.0,584503,522186,0.89,True,1,0.6804038967238694,1,469967.4,0.6,191860.59017591126
35,65811.0,Part-time,796.0,54951.0,643223,588272,0.91,True,0,0.6730480366304722,1,529444.8,0.6,213805.0698865278
27,77555.0,Full-time,689.0,59701.0,617862,558161,0.9,True,0,0.16484198857628882,0,502344.9,0.6,49684.51936029417
21,106774.0,Full-time,634.0,58391.0,504128,445737,0.88,True,0,0.16114046181704925,0,401163.3,0.6,38786.183655630884
22,122691.0,Full-time,602.0,78304.0,686735,608431,0.89,True,0,0.058292444710426314,0,547587.9,0.6,19152.142430909073
32,115864.0,Contract,692.0,43849.0,616824,572975,0.93,True,0,0.01309050002260603,0,515677.5,0.6,4050.285795244452
33,75223.0,Self-employed,735.0,48562.0,615871,567309,0.92,True,0,0.10277176061350324,0,510578.10000000003,0.6,31483.80616061839
26,62607.0,Full-time,703.0,75544.0,599265,523721,0.87,True,1,0.845120733997207,1,471348.9,0.6,239008.03700206568
35,87817.0,Full-time,679.0,51066.0,558579,507513,0.91,True,0,0.048270053245404294,0,456761.7,0.6,13228.74694767683
22,49631.0,Self-employed,650.0,73507.0,617424,543917,0.88,True,0,0.29135876222421253,1,489525.3,0.6,85576.49129126179
31,91463.0,Part-time,625.0,85491.0,638047,552556,0.87,True,0,0.41910820564381135,1,497300.4,0.6,125053.60698596977
24,82047.0,Contract,721.0,53973.0,460248,406275,0.88,True,1,0.6993001206027634,1,365647.5,0.6,153418.40450885936
28,75679.0,Full-time,725.0,70220.0,556899,486679,0.87,True,1,0.9061824692329049,1,438011.10000000003,0.6,238150.7880896525
32,53105.0,Full-time,602.0,42694.0,579604,536910,0.93,True,0,0.0006036494113983232,0,483219.0,0.6,175.01691895589178
26,95272.0,Part-time,759.0,71320.0,620493,549173,0.89,True,1,0.8597518693646982,1,494255.7,0.6,254962.35721149447
29,74345.0,Part-time,708.0,62991.0,695464,632473,0.91,True,0,0.14803257138726775,0,569225.7000000001,0.6,50558.36644243048
38,61601.0,Full-time,749.0,67095.0,538260,471165,0.88,True,1,0.8864954865991309,1,424048.5,0.6,225550.24880947894
28,27554.0,Full-time,612.0,50316.0,560163,509847,0.91,True,0,0.004828411480743807,0,458862.3,0.6,1329.3455984403054
37,84449.0,Full-time,611.0,35083.0,558997,523914,0.94,True,0,0.00031429368241412846,0,471522.60000000003,0.6,88.91794457729048
25,120445.0,Full-time,672.0,67548.0,535877,468329,0.87,True,1,0.6663517787982637,1,421496.10000000003,0.6,168518.80559491852
35,118225.0,Full-time,705.0,29048.0,572225,543177,0.95,True,0,0.0024788788878068926,0,488859.3,0.6,727.0937987268336
40,75858.0,Self-employed,769.0,55239.0,661664,606425,0.92,True,0,0.29100212850563373,1,545782.5,0.6,95294.32152067563
17,72955.0,Full-time,715.0,74117.0,515693,441576,0.86,True,1,0.9468569181078589,1,397418.4,0.6,225779.0168540138
27,94375.0,Contract,667.0,62878.0,634225,571347,0.9,True,0,0.10440419149539525,0,514212.3,0.6,32211.551663092574
35,65032.0,Full-time,628.0,89225.0,463847,374622,0.81,True,0,0.9906870870033593,1,337159.8,0.6,200411.91606998112
34,100321.0,Self-employed,631.0,50191.0,573640,523449,0.91,True,0,0.011370062626091514,0,471104.10000000003,0.6,3213.8898722450876
28,109538.0,Full-time,761.0,60409.0,733988,673579,0.92,True,0,0.2987543434657858,1,606221.1,0.6,108666.71203536387
32,82996.0,Full-time,665.0,59289.0,578015,518726,0.9,True,0,0.0857397236808008,0,466853.4,0.6,24016.728909265417
31,80926.0,Full-time,759.0,36267.0,423900,387633,0.91,True,0,0.2757875539263229,0,348869.7,0.6,57728.352721206065
39,67440.0,Full-time,713.0,45894.0,440088,394194,0.9,True,0,0.2072933195755287,0,354774.60000000003,0.6,44125.442721048224
33,68462.0,Part-time,673.0,51588.0,602722,551134,0.91,True,0,0.03822257396221889,0,496020.60000000003,0.6,11375.510442170516
29,92347.0,Full-time,662.0,60712.0,630036,569324,0.9,True,0,0.08461547875637457,0,512391.60000000003,0.6,26013.756326846866
29,68936.0,Full-time,683.0,34906.0,692980,658074,0.95,True,0,0.0012452721022277924,0,592266.6,0.6,442.5198444367841
34,114853.0,Part-time,650.0,66063.0,556832,490769,0.88,True,0,0.2935513187497393,1,441692.10000000003,0.6,77795.57906180502
29,79577.0,Full-time,671.0,70738.0,671592,600854,0.89,True,1,0.26512278683984003,0,540768.6,0.6,86022.04696048722
44,70055.0,Part-time,573.0,55138.0,527604,472466,0.9,True,0,0.00438005291649293,0,425219.4,0.6,1117.4900838716244
37,36515.0,Part-time,702.0,68871.0,455436,386565,0.85,True,1,0.9519414565834771,1,347908.5,0.6,198713.11454866358
30,102680.0,Full-time,631.0,70203.0,578012,507809,0.88,True,0,0.19956259603627047,0,457028.10000000003,0.6,54723.42845851454
39,99736.0,Part-time,622.0,64611.0,596299,531688,0.89,True,0,0.0647311638284656,0,478519.2,0.6,18585.062838159778
29,79373.0,Full-time,595.0,47630.0,609128,561498,0.92,True,0,0.0014071346272175294,0,505348.2,0.6,426.6557706132297
19,86339.0,Full-time,590.0,64149.0,604950,540801,0.89,True,0,0.023265096911368344,0,486720.9,0.6,6794.165344373052
25,95318.0,Contract,612.0,77932.0,525795,447863,0.85,True,0,0.6617695821677806,1,403076.7,0.6,160046.33960434073
20,53749.0,Part-time,644.0,51050.0,584780,533730,0.91,True,0,0.014695982414230462,0,480357.0,0.6,4235.590814731501
29,74418.0,Full-time,777.0,91469.0,480204,388735,0.81,True,1,0.9999204084658287,1,349861.5,0.6,209900.19239188053
32,100885.0,Full-time,653.0,52115.0,709058,656943,0.93,True,0,0.004767746164709013,0,591248.7000000001,0.6,1691.3542330885139
42,59914.0,Full-time,688.0,60486.0,575709,515223,0.89,True,1,0.29281677120152333,1,463700.7,0.6,81467.60506673172
33,90871.0,Full-time,700.0,49912.0,560889,510977,0.91,True,0,0.08718061008297563,0,459879.3,0.6,24055.534763119063
30,57868.0,Full-time,686.0,63349.0,727115,663766,0.91,True,0,0.07660128358594086,0,597389.4,0.6,27456.476904381037
36,94328.0,Full-time,676.0,33866.0,500620,466754,0.93,True,0,0.005394626535984323,0,420078.60000000003,0.6,1359.7002976554866
18,84287.0,Full-time,620.0,51809.0,509953,458144,0.9,True,0,0.017889106836439028,0,412329.60000000003,0.6,4425.724959735702
33,52697.0,Part-time,752.0,43618.0,512302,468684,0.91,True,0,0.2573249826103155,0,421815.60000000003,0.6,65126.21516085588
36,108294.0,Part-time,770.0,62030.0,594570,532540,0.9,True,0,0.7506046030428072,1,479286.0,0.6,215852.5666643849
23,70308.0,Part-time,595.0,74916.0,634530,559614,0.88,True,0,0.07657719603113175,0,503652.60000000003,0.6,23140.98232907351
38,68794.0,Full-time,628.0,69690.0,659174,589484,0.89,True,0,0.08022844886730625,0,530535.6,0.6,25538.42895413138
34,89011.0,Self-employed,666.0,24425.0,805759,781334,0.97,True,0,0.00011166396364027283,0,703200.6,0.6,47.11329973813082
29,107972.0,Contract,631.0,90631.0,420045,329414,0.78,True,0,0.999392849386465,1,296472.60000000003,0.2,59258.51929580275
35,64683.0,Contract,705.0,64429.0,648698,584269,0.9,True,0,0.2647191522075255,0,525842.1,0.6,83520.2849442149
45,86233.0,Contract,643.0,48352.0,555429,507077,0.91,True,0,0.014777022631900573,0,456369.3,0.6,4046.267684762773
33,93576.0,Self-employed,788.0,62356.0,553086,490730,0.89,True,1,0.9194050682982206,1,441657.0,0.6,243637.0105496323
33,98862.0,Full-time,739.0,62642.0,550418,487776,0.89,True,1,0.7167703170644614,1,438998.4,0.6,188796.61341527474
29,88528.0,Full-time,690.0,49997.0,527298,477301,0.91,True,0,0.06489941704992194,0,429570.9,0.6,16727.34059496619
36,68448.0,Part-time,735.0,50887.0,667383,616496,0.92,True,0,0.10723554811314889,0,554846.4,0.6,35699.554693564474
32,63557.0,Full-time,639.0,49705.0,708081,658376,0.93,True,0,0.0024861431468290174,0,592538.4,0.6,883.8811694358186
29,26572.0,Full-time,683.0,38509.0,478997,440488,0.92,True,0,0.013493280565344578,0,396439.2,0.6,3209.559211620451
34,93731.0,Full-time,723.0,62187.0,493543,431356,0.87,True,1,0.882995420835209,1,388220.4,0.6,205678.1012848879
34,103078.0,Self-employed,686.0,68779.0,425762,356983,0.84,True,1,0.9719268063753096,1,321284.7,0.6,187359.12744494967
28,64805.0,Full-time,639.0,72298.0,612935,540637,0.88,True,0,0.2289176517620112,0,486573.3,0.6,66831.13034765556
30,97383.0,Full-time,676.0,64865.0,608228,543363,0.89,True,1,0.27282458992469816,0,489026.7,0.6,80051.10533383704
29,85415.0,Contract,778.0,72594.0,487115,414521,0.85,True,1,0.9965485873878673,1,373068.9,0.6,223068.77117600734
34,70439.0,Part-time,610.0,39637.0,664252,624615,0.94,True,0,0.0003333774726112232,0,562153.5,0.6,112.44558782973196
36,81342.0,Part-time,705.0,46489.0,619170,572681,0.92,True,0,0.0411560416778318,0,515412.9,0.6,12727.412876215294
26,112497.0,Full-time,754.0,45536.0,658644,613108,0.93,True,0,0.0877989444373369,0,551797.2000000001,0.6,29068.327022086854
37,72080.0,Part-time,793.0,76200.0,448579,372379,0.83,True,1,0.9996007310278352,1,335141.10000000003,0.6,201004.37313448373
40,69016.0,Full-time,659.0,74141.0,624919,550778,0.88,True,1,0.3741073146722638,1,495700.2,0.6,111267.04242270246
34,75345.0,Part-time,704.0,67309.0,504978,437669,0.87,True,1,0.8202162103581015,1,393902.10000000003,0.6,193850.93262845877
43,65933.0,Full-time,708.0,76078.0,568214,492136,0.87,True,1,0.8679064260863898,1,442922.4,0.6,230649.11833056386
27,87453.0,Full-time,689.0,46810.0,642749,595939,0.93,True,0,0.011773292613485274,0,536345.1,0.6,3788.728682465412
24,117493.0,Part-time,675.0,65228.0,607287,542059,0.89,True,1,0.28391484982572834,1,487853.10000000003,0.6,83105.24377410962
40,79952.0,Full-time,553.0,72703.0,600501,527798,0.88,True,0,0.021075269442998285,0,475018.2,0.6,6006.681933196829
35,79163.0,Contract,714.0,58271.0,477477,419206,0.88,True,1,0.6788733994415819,1,377285.4,0.6,153677.4132346062
31,53736.0,Full-time,686.0,54225.0,692021,637796,0.92,True,0,0.026487633056100936,0,574016.4,0.6,9122.601462830435
33,102662.0,Full-time,668.0,68113.0,583577,515464,0.88,True,1,0.42657172441580526,1,463917.60000000003,0.6,118736.47837130507
46,81390.0,Full-time,646.0,49974.0,557877,507903,0.91,True,0,0.016738894881861116,0,457112.7,0.6,4590.936860678229
32,148862.0,Full-time,659.0,59083.0,558113,499030,0.89,True,1,0.18221260979103818,0,449127.0,0.6,49101.96167857176
36,69964.0,Full-time,638.0,22529.0,670093,647564,0.97,True,0,4.077737406225191e-05,0,582807.6,0.6,14.259218106913972
34,76472.0,Self-employed,652.0,63006.0,543245,480239,0.88,True,1,0.25831081681840734,0,432215.10000000003,0.6,66987.50131334977
33,107968.0,Full-time,672.0,69133.0,651567,582434,0.89,True,1,0.2824467350485985,1,524190.60000000003,0.6,88833.55410789954
27,87265.0,Part-time,722.0,63931.0,569403,505472,0.89,True,1,0.5970405075723545,1,454924.8,0.6,162965.12009955107
34,56234.0,Full-time,690.0,30756.0,441922,411166,0.93,True,0,0.006572278086510816,0,370049.4,0.6,1459.2405375278852
43,103384.0,Part-time,615.0,54737.0,554374,499637,0.9,True,0,0.018003759655205724,0,449673.3,0.6,4857.486009937931
40,71637.0,Full-time,653.0,26724.0,505671,478947,0.95,True,0,0.0003808059118944322,0,431052.3,0.6,98.4883585054154
28,106600.0,Full-time,676.0,43709.0,504767,461058,0.91,True,0,0.0378455326383847,0,414952.2,0.6,9422.452217081722
31,110620.0,Full-time,700.0,74188.0,592713,518525,0.87,True,1,0.8506688429262472,1,466672.5,0.6,238190.25336029945
32,86357.0,Part-time,591.0,46491.0,585792,539301,0.92,True,0,0.0012298503449886381,0,485370.9,0.6,358.1601412874675
38,102055.0,Contract,733.0,43008.0,652471,609463,0.93,True,0,0.042424913582777835,0,548516.7000000001,0.6,13962.464157726286
41,68072.0,Part-time,749.0,47335.0,598392,551057,0.92,True,0,0.14264065666340603,0,495951.3,0.6,42445.69146304193
31,72129.0,Full-time,702.0,61537.0,538303,476766,0.89,True,1,0.40981303514546913,1,429089.4,0.6,105507.85761764897
29,105599.0,Full-time,735.0,52757.0,458082,405325,0.88,True,1,0.7912264491201766,1,364792.5,0.6,173180.0846644032
25,78304.0,Full-time,703.0,33282.0,545116,511834,0.94,True,0,0.005152383827002958,0,460650.60000000003,0.6,1424.0692208035255
22,76927.0,Full-time,747.0,26542.0,550623,524081,0.95,True,0,0.0072821605597285085,0,471672.9,0.6,2060.8786736836614
36,65897.0,Full-time,706.0,63400.0,608564,545164,0.9,True,0,0.2654248300265513,0,490647.60000000003,0.6,78138.03349976121
32,93471.0,Full-time,675.0,51576.0,572388,520812,0.91,True,0,0.0443775300300157,0,468730.8,0.6,12480.669091795968
24,63649.0,Full-time,724.0,70437.0,550961,480524,0.87,True,1,0.9001064550447732,1,432471.60000000003,0.6,233562.28727012468
29,85484.0,Contract,708.0,77601.0,595436,517835,0.87,True,1,0.8811482756181435,1,466051.5,0.6,246396.28534454948
30,83407.0,Full-time,615.0,54891.0,627346,572455,0.91,True,0,0.007521815707363944,0,515209.5,0.6,2325.186545809874
22,94047.0,Self-employed,694.0,67502.0,595196,527694,0.89,True,1,0.4142287073965595,1,474924.60000000003,0.6,118036.44190129684
30,63752.0,Self-employed,687.0,39645.0,551844,512199,0.93,True,0,0.008116375598109394,0,460979.10000000003,0.6,2244.887711087058
30,93566.0,Full-time,649.0,63347.0,549341,485994,0.88,True,0,0.25461524021976756,0,437394.60000000003,0.6,66820.3986898975
15,81257.0,Full-time,687.0,68278.0,531950,463672,0.87,True,1,0.738440818055727,1,417304.8,0.6,184892.93873434895
31,104714.0,Full-time,759.0,70203.0,556719,486516,0.87,True,1,0.9689506049068789,1,437864.4,0.6,254561.38514831255
30,108747.0,Self-employed,714.0,30948.0,660453,629505,0.95,True,0,0.0033630831178025453,0,566554.5,0.6,1143.2219245590372
36,136791.0,Contract,622.0,48579.0,582248,533669,0.92,True,0,0.004173061083077157,0,480302.10000000003,0.6,1202.5980009781397
43,96592.0,Full-time,674.0,46826.0,492018,445192,0.9,True,0,0.0813223409706502,0,400672.8,0.6,19550.19003555908
38,91515.0,Full-time,639.0,61498.0,741453,679955,0.92,True,0,0.008950114535563202,0,611959.5,0.6,3286.264569675593
30,88887.0,Full-time,660.0,67211.0,625597,558386,0.89,True,1,0.19159610140620423,0,502547.4,0.6,57771.67356709456
25,77936.0,Full-time,659.0,82450.0,487444,404994,0.83,True,1,0.9790966438120199,1,364494.60000000003,0.6,214125.26372856283
47,91769.0,Full-time,656.0,52575.0,564652,512077,0.91,True,0,0.025587953700762018,0,460869.3,0.6,7075.62138630156
32,88369.0,Part-time,673.0,77245.0,736367,659122,0.9,True,0,0.17744564552958395,0,593209.8,0.6,63157.497537285235
31,111351.0,Contract,651.0,64448.0,511351,446903,0.87,True,1,0.47576760948303937,1,402212.7,0.6,114815.86486963133
33,64869.0,Contract,533.0,79014.0,678083,599069,0.88,True,0,0.013081647126492058,0,539162.1,0.6,4231.877001707054
31,107797.0,Part-time,782.0,64330.0,711958,647628,0.91,True,0,0.6757419295954404,1,582865.2000000001,0.6,236319.8729652194
28,111342.0,Full-time,734.0,42643.0,549707,507064,0.92,True,0,0.09547687467385288,0,456357.60000000003,0.6,26142.95842899617
28,82638.0,Part-time,661.0,40003.0,577798,537795,0.93,True,0,0.0039183765006979305,0,484015.5,0.6,1137.9329767041354
31,42562.0,Full-time,680.0,36727.0,517095,480368,0.93,True,0,0.005510716433343363,0,432331.2,0.6,1429.4727890922336
28,72843.0,Part-time,621.0,69930.0,583723,513793,0.88,True,0,0.13916279960995312,0,462413.7,0.6,38610.471041998186
32,84542.0,Part-time,774.0,87740.0,652771,565031,0.87,True,1,0.9876820223955325,1,508527.9,0.6,301358.31882993184
30,65013.0,Full-time,687.0,72646.0,687214,614568,0.89,True,1,0.37446370931273254,1,553111.2000000001,0.6,124272.04296865001
16,101812.0,Full-time,688.0,51299.0,442613,391314,0.88,True,1,0.4503234450420917,1,352182.60000000003,0.6,95157.64902952859
38,95934.0,Full-time,613.0,42653.0,598300,555647,0.93,True,0,0.000998113943978762,0,500082.3,0.6,299.48347006018224
39,80221.0,Part-time,659.0,72751.0,623483,550732,0.88,True,1,0.3737185237032528,1,495658.8,0.6,111142.12499791551
19,77663.0,Part-time,686.0,66265.0,619953,553688,0.89,True,1,0.3324723479514786,1,498319.2,0.6,99406.41267198147
29,77164.0,Full-time,657.0,61611.0,573866,512255,0.89,True,1,0.1476887609591652,0,461029.5,0.6,40853.32537237407
29,66551.0,Full-time,669.0,65810.0,609980,544170,0.89,True,1,0.2166685573222187,0,489753.0,0.6,63668.445572537144
23,117307.0,Full-time,675.0,64847.0,721235,656388,0.91,True,0,0.07143473901029287,0,590749.2000000001,0.6,25320.008953523586
25,109343.0,Full-time,682.0,79424.0,570130,490706,0.86,True,1,0.8955701736820536,1,441635.4,0.6,237309.29512928595
42,115426.0,Contract,626.0,68163.0,559984,491821,0.88,True,0,0.17337788159136253,0,442638.9,0.6,46046.276875158575
37,104966.0,Full-time,644.0,72687.0,586411,513724,0.88,True,0,0.28996257491338184,1,462351.60000000003,0.6,80438.79627079319
39,76367.0,Full-time,615.0,67710.0,730939,663229,0.91,True,0,0.010909198555678679,0,596906.1,0.6,3907.0602983974754
36,93074.0,Full-time,728.0,53082.0,585335,532253,0.91,True,0,0.20356393365813194,0,479027.7,0.6,58507.657765924516
25,84516.0,Full-time,574.0,71348.0,598416,527068,0.88,True,0,0.038937076851853235,0,474361.2,0.6,11082.143099962394
28,66925.0,Full-time,737.0,39082.0,561414,522332,0.93,True,0,0.03748267701959872,0,470098.8,0.6,10572.336892620559
24,61419.0,Full-time,664.0,42082.0,756786,714704,0.94,True,0,0.0018850048953867754,0,643233.6,0.6,727.4990909263553
36,108753.0,Full-time,549.0,64287.0,636049,571762,0.9,True,0,0.00318315339007334,0,514585.8,0.6,982.803320252161
30,75707.0,Full-time,661.0,47322.0,606621,559299,0.92,True,0,0.010758397869456864,0,503369.10000000003,0.6,3249.267031794251
29,89023.0,Full-time,676.0,68300.0,602942,534642,0.89,True,1,0.28823137942990834,1,481177.8,0.6,83214.32462702911
36,90665.0,Full-time,629.0,59491.0,409255,349764,0.85,True,0,0.6476106388357222,1,314787.60000000003,0.6,122315.8792401383
34,79821.0,Self-employed,654.0,36078.0,659612,623534,0.95,True,0,0.0005429551006562998,0,561180.6,0.6,182.81752149561763
29,96733.0,Part-time,756.0,66310.0,610733,544423,0.89,True,1,0.8274716654397801,1,489980.7,0.6,243267.08751740959
25,102425.0,Full-time,633.0,73217.0,543083,469866,0.87,True,0,0.39666230912765327,1,422879.4,0.6,100644.19157190992
35,58080.0,Full-time,600.0,60019.0,569243,509224,0.89,True,0,0.025109553453621095,0,458301.60000000003,0.6,6904.649113848044
35,87527.0,Full-time,663.0,65931.0,567118,501187,0.88,True,1,0.3595430596142313,1,451068.3,0.6,97307.08600619397
30,123778.0,Part-time,669.0,45636.0,681729,636093,0.93,True,0,0.006981963913342131,0,572483.7000000001,0.6,2398.2363206259497
33,64993.0,Part-time,704.0,51160.0,569699,518539,0.91,True,0,0.0927157980336443,0,466685.10000000003,0.6,25961.448886146656
37,95278.0,Full-time,705.0,72850.0,634468,561618,0.89,True,1,0.542419389024046,1,505456.2,0.6,164501.54590944957
30,88591.0,Full-time,776.0,85160.0,497945,412785,0.83,True,1,0.9995172161044327,1,371506.5,0.6,222796.28558682083
28,92012.0,Contract,720.0,47922.0,589716,541794,0.92,True,0,0.06953555260298812,0,487614.60000000003,0.6,20343.930400971007
38,94783.0,Part-time,677.0,76152.0,547865,471713,0.86,True,1,0.8624104848225816,1,424541.7,0.6,219677.52799464183
27,97694.0,Full-time,670.0,27454.0,424449,396995,0.94,True,0,0.0016478155864674536,0,357295.5,0.6,353.2542563248092
24,98451.0,Full-time,682.0,36246.0,613232,576986,0.94,True,0,0.0031643549209279713,0,519287.4,0.6,985.9257837395351
42,122997.0,Full-time,682.0,66194.0,489438,423244,0.86,True,1,0.8563836992373826,1,380919.60000000003,0.6,195728.00169601446
19,82347.0,Part-time,654.0,56788.0,561310,504522,0.9,True,0,0.05775557091081742,0,454069.8,0.6,15735.03631941641
42,65509.0,Full-time,611.0,65691.0,667342,601651,0.9,True,0,0.01940332199171685,0,541485.9,0.6,6303.975163004755
33,107141.0,Full-time,696.0,70357.0,515902,445545,0.86,True,1,0.9084738031390462,1,400990.5,0.6,218573.61873457662
31,82592.0,Contract,676.0,63984.0,397458,333474,0.84,True,1,0.952778861100239,1,300126.60000000003,0.6,171572.56808033222
28,41546.0,Full-time,705.0,69866.0,581831,511965,0.88,True,1,0.6658220831711877,1,460768.5,0.6,184073.90551779803
34,101948.0,Full-time,653.0,58957.0,588659,529702,0.9,True,0,0.06403405680171535,0,476731.8,0.6,18316.2426962304
38,83189.0,Full-time,636.0,75867.0,658281,582414,0.88,True,0,0.24455232402430307,0,524172.60000000003,0.6,76912.57651191685
32,88809.0,Full-time,592.0,45966.0,620701,574735,0.93,True,0,0.0005588071172431971,0,517261.5,0.6,173.42964460553517
29,99189.0,Full-time,701.0,57331.0,695642,638311,0.92,True,0,0.05379302897757347,0,574479.9,0.6,18541.808344640107
31,76290.0,Full-time,703.0,46307.0,478482,432175,0.9,True,0,0.16680106279244752,0,388957.5,0.6,38927.11462865604
33,95262.0,Part-time,640.0,53738.0,640366,586628,0.92,True,0,0.007356084791553481,0,527965.2000000001,0.6,2330.2540669136956
21,79809.0,Part-time,701.0,65160.0,650123,584963,0.9,True,0,0.25589418665112873,0,526466.7000000001,0.6,80831.86079724229
23,99776.0,Full-time,743.0,65225.0,500835,435610,0.87,True,1,0.9407654576311708,1,392049.0,0.6,221295.69413930574
36,97307.0,Full-time,569.0,46532.0,479770,433238,0.9,True,0,0.0032713256364856765,0,389914.2,0.6,765.321791093882
33,66291.0,Part-time,705.0,52684.0,540324,487640,0.9,True,0,0.2004536098160614,0,438876.0,0.6,52784.56707698025
30,106719.0,Full-time,555.0,76114.0,547076,470962,0.86,True,0,0.12545727325002223,0,423865.8,0.6,31906.228495163563
32,74280.0,Contract,631.0,67446.0,660273,592827,0.9,True,0,0.038842100388251574,0,533544.3,0.6,12434.388757307648
34,101161.0,Contract,761.0,91125.0,550836,459711,0.83,True,1,0.9993888351566371,1,413739.9,0.6,248092.2220312941
33,80530.0,Full-time,670.0,39181.0,689490,650309,0.94,True,0,0.002230090356432404,0,585278.1,0.6,783.1338279846481
26,78013.0,Part-time,783.0,71457.0,601043,529586,0.88,True,1,0.9650467218554278,1,476627.4,0.6,275980.62594988546
34,84611.0,Full-time,588.0,59203.0,585659,526456,0.9,True,0,0.00836891383934106,0,473810.4,0.6,2379.1670482702343
38,100998.0,Contract,754.0,62520.0,703364,640844,0.91,True,0,0.444061178338076,1,576759.6,0.6,153669.92855627844
34,52673.0,Contract,772.0,74178.0,540066,465888,0.86,True,1,0.9899621919962264,1,419299.2,0.6,249054.2130805585
33,63926.0,Full-time,674.0,67512.0,705240,637728,0.9,True,0,0.13026078468068267,0,573955.2000000001,0.6,44858.3128341349
37,63643.0,Full-time,618.0,46822.0,616839,570017,0.92,True,0,0.002655107721407683,0,513015.3,0.6,817.2665305381673
41,104006.0,Full-time,784.0,71136.0,587166,516030,0.88,True,1,0.9688282078735099,1,464427.0,0.6,269969.98685884237
38,119212.0,Contract,759.0,50436.0,800072,749636,0.94,True,0,0.05629541699095504,0,674672.4,0.6,22788.57845417305
20,82911.0,Self-employed,713.0,63250.0,515548,452298,0.88,True,1,0.7083218980459911,1,407068.2,0.6,173001.19203489905
24,81623.0,Full-time,639.0,55449.0,571705,516256,0.9,True,0,0.03535092772176945,0,464630.4,0.6,9855.069412642095
28,86401.0,Full-time,677.0,56717.0,501405,444688,0.89,True,1,0.22351712129058637,0,400219.2,0.6,53673.50608153287
32,108237.0,Contract,671.0,71493.0,676196,604703,0.89,True,1,0.29136866171291853,1,544232.7000000001,0.6,95143.41207564498
35,66452.0,Full-time,696.0,44397.0,735135,690738,0.94,True,0,0.005604936288349101,0,621664.2000000001,0.6,2090.632940248508
27,89767.0,Full-time,752.0,89177.0,733593,644416,0.88,True,1,0.9500895676452579,1,579974.4,0.6,330616.5761647907
33,104503.0,Self-employed,723.0,32683.0,697915,665232,0.95,True,0,0.004627057752239564,0,598708.8,0.6,1662.1561166244278
27,95021.0,Full-time,626.0,51034.0,584190,533156,0.91,True,0,0.009801966017697235,0,479840.4,0.6,2822.027576830949
28,88791.0,Part-time,748.0,65553.0,570780,505227,0.89,True,1,0.7796945168865478,1,454704.3,0.6,212718.26970884154
23,105020.0,Full-time,695.0,68764.0,466306,397542,0.85,True,1,0.9534495960869442,1,357787.8,0.6,204679.58003690184
23,98557.0,Contract,753.0,59139.0,637518,578379,0.91,True,0,0.4082900955765344,1,520541.10000000003,0.6,127519.06528230861
26,71918.0,Full-time,624.0,66158.0,560643,494485,0.88,True,0,0.1358824200536435,0,445036.5,0.6,36283.58197932199
38,48387.0,Self-employed,678.0,56533.0,706244,649711,0.92,True,0,0.02182862416770826,0,584739.9,0.6,7658.440507777987
26,95224.0,Full-time,653.0,80897.0,522178,441281,0.85,True,1,0.8857137678485003,1,397152.9,0.6,211058.2748825752
34,82251.0,Full-time,697.0,73092.0,586189,513097,0.88,True,1,0.6664112465534044,1,461787.3,0.6,184644.15014131856
33,104057.0,Full-time,805.0,45507.0,651094,605587,0.93,True,0,0.3151562580182888,1,545028.3,0.6,103061.44772524158
26,117245.0,Full-time,587.0,58809.0,594914,536105,0.9,True,0,0.009044464834280888,0,482494.5,0.6,2618.342722790364
36,111298.0,Full-time,678.0,55493.0,483925,428432,0.89,True,1,0.23880213322910981,0,385588.8,0.6,55247.65679355155
28,117799.0,Full-time,712.0,44915.0,606046,561131,0.93,True,0,0.02519137812375696,0,505017.9,0.6,7633.258126899408
32,99842.0,Full-time,686.0,65402.0,683909,618507,0.9,True,0,0.18927712450812578,0,556656.3,0.6,63217.38228199958
47,86508.0,Part-time,674.0,51935.0,597662,545727,0.91,True,0,0.04246324998745775,0,491154.3,0.6,12513.604693988891
31,52960.0,Part-time,615.0,69831.0,662009,592178,0.89,True,0,0.05209803235769039,0,532960.2000000001,0.6,16659.706646976687
38,80078.0,Part-time,691.0,43947.0,516357,472410,0.91,True,0,0.054290585827052366,0,425169.0,0.6,13849.604451301217
